label,centroid
66,"[-0.47698948 -0.25715386  0.07024197 -2.02072292 -0.6258769   3.5271901
 -0.26285807  0.56588904  0.84394995  0.53052139  0.59805584 -0.54536343
  0.48124244 -1.89749887  0.32808389 -1.13636653  0.87720193 -1.44871648
 -0.86661032  0.75520616 -0.55736971  0.86167897  0.30898706 -0.34223821
  1.29318407  0.9926938  -0.62051752 -0.04831941 -0.48214912  1.78534953
  2.64231724 -2.4100238 ]"
67,"[ 3.05099457  4.03110992 -2.26310669  1.95852936  3.09859894 -3.18444336
  2.69204163 -0.33476753 -2.83723511 -1.89375626 -3.7343692   3.00079895
 -1.85833923  2.81953552  0.84881409  2.87791199 -2.26134506  0.20998285
  3.72782684 -1.59505859  4.26703491 -2.13549011 -3.45702759  2.70590149
 -0.3962291  -3.61398163  3.07885437 -2.31988251  1.16414627 -2.53242554
 -3.76546661  2.67746857]"
68,"[ 0.78304699  2.43985221 -2.79411843 -0.34550658 -1.26357278 -0.63464233
  1.26665115  1.718645   -0.47689342 -2.72496668 -0.1850825   1.38216364
  1.99880073  1.06615221  3.37485032  0.27988804 -2.62856147 -3.88240378
  1.3616907  -2.90292068  0.33426694 -2.23741804 -1.29157212  2.09886769
  0.3168382  -1.57773608  1.32426643  0.2159731   2.24964196 -1.25484893
 -0.04477465  0.91346414]"
69,"[ 2.03788543  1.50729096 -1.73243451 -2.55367208 -0.36329246  1.38671064
  2.19237971  3.45156097 -1.4864167  -2.15770578 -1.31844115  0.1739825
  0.49311483 -0.77069652  2.74293947  0.73692966 -1.68199158 -3.86867094
  0.23007642 -1.67232144  1.55656826 -0.72846442 -1.74416256  0.77482802
  2.46208954 -1.07446027  1.37538147 -1.74302852  2.61166954  0.74654162
  0.04341414  0.85807645]"
71,"[-4.260565   -4.04393026  3.8984617   2.56027262  3.21493839  1.06305879
 -3.81331792 -3.78521648  4.16181361  4.24353942 -1.40858144 -4.03388742
 -3.20036605 -4.72390599 -3.896796   -4.47953171  4.4305428   3.49777988
 -3.68047988  4.45315108  0.62519863  4.73209707  4.44692227 -4.2550186
 -1.04790077  4.79018157 -4.21931841  2.92419971 -4.57814543  4.43774226
 -0.59493978 -0.24728286]"
72,"[-2.01132393 -1.28577404  1.07839956 -0.80447741 -0.01738331  3.67216339
 -1.64484386 -1.11276894  2.10187626  1.86828194  1.04134016 -1.38756399
 -0.10649396 -2.54515324 -1.08240767 -2.31444359  2.14324303  0.32327795
 -1.61039314  1.89834805 -1.16103888  1.82586803  1.74789028 -1.25574493
  0.40732698  2.22058945 -1.76879883  1.00080709 -1.98345947  2.33882427
  2.96189404 -3.18704071]"
73,"[ 0.34631457  1.23053346 -1.47640201 -1.82469041 -1.45358726  1.8941288
  0.59591191  1.5302387   0.08807187 -1.25349004  0.26986323  0.63991186
  1.63667652 -0.41995474  2.18595777 -0.28567389 -0.94433716 -3.41212191
  0.29040408 -1.0869129  -0.26452783 -0.79386507 -0.8442049   1.10264792
  1.09336669 -0.53771182  0.42413391 -0.03765201  1.04552187  0.39712463
  1.67844214 -1.00301375]"
74,"[-0.75222466 -1.65276655  1.6136001  -1.21238581  1.08521981  3.34107505
 -0.53332419  0.46690999  0.79396714  1.80808385 -0.92739953 -2.10421922
 -1.45262422 -3.44845433 -1.35044108 -1.61280526  2.14474148  0.255787
 -2.01897028  2.27946218  0.85148335  2.82939423  1.46784602 -2.18020736
  2.07371881  2.12607956 -1.15524313 -0.51344877 -1.38827059  3.52425045
  1.09458817 -1.23432477]"
75,"[ 3.09451408  4.03821068 -2.32338772  1.88983364  3.03061295 -3.17237186
  2.75469532 -0.21761186 -2.87432899 -1.97629395 -3.69787025  2.96214218
 -1.79970894  2.76859837  0.94579592  2.8341423  -2.33768978  0.09637216
  3.6770874  -1.69435272  4.2486927  -2.18988361 -3.42021751  2.72175274
 -0.33416643 -3.5843483   3.11976299 -2.34608688  1.27581387 -2.54122486
 -3.71757164  2.74348888]"
76,"[ 0.56900139  2.73715572  0.59181662  3.67719383  4.69936523 -2.47394924
 -0.47332811 -3.985466   -0.38382509  1.6304018  -4.18896713  3.71475677
 -3.19879684  4.15400658 -2.46413383  4.14078407  1.20401068  3.49472427
  4.81517525  2.3714941   3.6463253   0.60416598 -4.37981796  1.24262943
 -2.41703167 -4.13518982  0.27988164 -0.39517617 -2.83437576 -1.23904724
 -4.57605133 -1.00331526]"
77,"[ 2.74508598  3.90952925 -1.86536997  2.30591965  3.44007492 -3.18964039
  2.25709239 -0.9459877  -2.50936786 -1.36334229 -3.87917016  3.19863198
 -2.11935113  3.10609505  0.33617288  3.11739696 -1.77643897  0.77110542
  3.99248158 -1.01028971  4.25302644 -1.76873623 -3.68001903  2.55619396
 -0.74494518 -3.76422466  2.71940457 -2.07258901  0.54566058 -2.41924771
 -3.98085022  2.19057048]"
78,"[-0.70847469  1.33191427 -1.59059853 -0.8592835  -2.08165211  1.51265653
 -0.31570948  0.21410089  1.00614622 -0.9817524   1.26629172  1.10446072
  2.44226032  0.2312736   2.02746031 -0.81598732 -0.86804348 -3.05437893
  0.59612507 -1.16408348 -1.35725583 -1.1991397  -0.30568507  1.53302426
 -0.08943097 -0.4320341   0.00514862  1.1847158   0.25518137 -0.31284173
  2.33193588 -1.76689317]"
79,"[-2.17080666 -1.55540912  1.36682942 -0.61906901  0.28199506  3.62157201
 -1.80918472 -1.27623387  2.24158494  2.10716236  0.81127846 -1.67154554
 -0.42802897 -2.8330361  -1.37307104 -2.50259399  2.41144222  0.61247387
 -1.84242984  2.17921838 -0.97783299  2.15752661  1.9775257  -1.57734268
  0.39945235  2.47779278 -1.98807409  1.08511765 -2.20688445  2.6248913
  2.71023894 -3.01381823]"
80,"[ 0.03477415 -0.75103933  0.65028234 -2.14813163  0.24544246  3.52712527
  0.17875959  1.24108774  0.24791291  0.80441917 -0.54272127 -1.2369129
 -0.57573934 -2.68528297 -0.16560446 -0.94176839  1.21208858 -1.07219722
 -1.33092013  1.30938842  0.57618332  1.73871474  0.4231065  -1.16109536
  2.21346768  1.23524839 -0.48923744 -0.88541863 -0.39112746  2.71495767
  1.60318531 -1.44207296]"
81,"[-2.09117796  0.26655567 -0.55378131 -0.22664594 -1.70848722  2.36913907
 -1.5774027  -1.3260579   2.18021735  0.49154309  2.08884508  0.37566049
  1.98455811 -0.47229751  0.55993722 -1.85626049  0.50670686 -1.28383566
 -0.13678597  0.12940739 -2.25213218 -0.23089347  0.99900608  0.67493929
 -0.73988638  0.81496616 -1.04711486  1.9478193  -1.30751972  0.29888363
  3.36020925 -3.21604919]"
82,"[-1.96865457  1.84275571 -2.14971008  1.08674293 -2.7757451  -0.10082612
 -1.3422618  -1.57023175  2.04287837 -1.11249624  2.37226915  1.96336107
  3.58266038  1.69643637  2.16216454 -1.28548924 -1.35036879 -2.61554824
  1.3995562  -1.8592818  -2.56306974 -2.25540419  0.29097718  2.42918044
 -2.03326979 -0.66620143 -0.26750799  2.94165039 -0.39572777 -1.88842503
  2.37189049 -1.92772557]"
83,"[ 3.74657677  4.14330029 -3.29683159  0.76344345  1.87810648 -2.92338588
  3.78074909  1.59107616 -3.5695806  -3.34882328 -3.1090914   2.24579068
 -0.9284449   1.85830741  2.39704658  2.08824447 -3.54705942 -1.60050057
  2.77209288 -3.22369122  4.01926343 -3.03370114 -2.70999882  2.95060572
  0.69415823 -3.03747822  3.86376743 -2.85665683  2.97446652 -2.64252682
 -2.95443042  3.8628006 ]"
84,"[-1.9417854  -1.10664459  0.88455399 -0.8773069  -0.21635597  3.65811588
 -1.56024319 -1.03532352  2.03646519  1.71664827  1.20342819 -1.19642125
  0.10798498 -2.33714974 -0.89335002 -2.20419693  1.956297    0.14693829
 -1.45778059  1.70245627 -1.28868783  1.59416729  1.61650882 -1.04136011
  0.37944429  2.05287486 -1.63161087  0.97532969 -1.85431107  2.13496051
  3.12321704 -3.28945624]"
85,"[ 3.42825317  3.4092172  -3.25819206 -0.44278876  1.00673509 -1.81154251
  3.65877247  2.90941207 -3.18965022 -3.61650054 -2.56873703  1.40004333
 -0.32952855  0.96647326  3.16635418  1.69882981 -3.55599054 -2.90762901
  1.86449814 -3.42832502  3.29182212 -2.62022972 -2.43260177  2.29832363
  1.54074351 -2.47485701  3.29173311 -2.6524202   3.62271436 -1.63310305
 -2.25822639  3.47902266]"
86,"[-0.10166633 -1.54419724  1.56075176 -1.40384833  1.32294321  3.12265809
  0.04821136  1.20846113  0.12585184  1.58661779 -1.52276675 -2.16491175
 -1.78308296 -3.51583131 -1.27674373 -1.16212408  1.8912042   0.09907279
 -1.98879862  2.16777754  1.53398689  2.91721503  1.21667067 -2.28391743
  2.74076366  1.86694797 -0.70329372 -1.20679545 -0.94629908  3.70224126
  0.46182545 -0.52677965]"
87,"[ 3.49691331  4.07757649 -2.85514811  1.22237507  2.3865505  -3.02497522
  3.36690421  0.8420511  -3.29041411 -2.75398274 -3.3906764   2.51218495
 -1.32307053  2.18456409  1.75462341  2.37803349 -3.01576695 -0.87696377
  3.11509484 -2.54907648  4.16048994 -2.64206093 -2.97767719  2.82522041
  0.29662689 -3.23062957  3.56030876 -2.66940549  2.24435324 -2.56669978
 -3.28706099  3.43785055]"
88,"[-2.1566517   0.65082452 -0.94115546  0.09264042 -2.09853629  1.82238503
 -1.61317391 -1.46392361  2.23317275  0.13196698  2.27031495  0.81721763
  2.49205975  0.09084777  0.95411035 -1.76513086  0.07883973 -1.65633108
  0.2561127  -0.33639741 -2.47242045 -0.75388576  0.84466304  1.1473237
 -1.12266824  0.4529281  -0.90581929  2.29119483 -1.16191758 -0.25587386
  3.25943029 -3.0403453 ]"
89,"[-2.17321625  0.82522437 -1.1162974   0.2227883  -2.26067556  1.59057833
 -1.61687558 -1.51215057  2.245902   -0.03291868  2.34315872  1.00645135
  2.70672862  0.33939819  1.13010356 -1.71830661 -0.11273849 -1.81931953
  0.42553183 -0.54544144 -2.56139806 -0.98112965  0.77390029  1.35532977
 -1.27963066  0.28780692 -0.83573462  2.43088964 -1.08956413 -0.50032899
  3.21089452 -2.96060384]"
90,"[-0.51272118 -1.64899826  1.63247792 -1.27743244  1.21326272  3.25894229
 -0.32288285  0.74457351  0.5450658   1.75818602 -1.18732643 -2.16407347
 -1.62385305 -3.51631292 -1.36029704 -1.45292966  2.08222675  0.22806962
 -2.03626823  2.2782855   1.14569497  2.90742016  1.39405314 -2.26213455
  2.34315268  2.05954011 -1.00182756 -0.78719385 -1.24006677  3.63868491
  0.82700237 -0.94119183]"
91,"[-1.79838773 -0.85585386  0.6200487  -1.00534058 -0.47727382  3.649823
 -1.41381484 -0.90428907  1.91138411  1.49034799  1.38973694 -0.9289208
  0.40019182 -2.05459665 -0.62445878 -2.03351323  1.69887871 -0.11110524
 -1.23236248  1.4356619  -1.44016219  1.28442758  1.40892287 -0.74226456
  0.36201524  1.8090156  -1.4314182   0.91885153 -1.65204714  1.85321561
  3.29544185 -3.3932528 ]"
92,"[ 3.12987728  4.03202438 -2.35998859  1.8438633   2.98998089 -3.17354603
  2.80794201 -0.12780509 -2.9064537  -2.03955173 -3.68225517  2.92073727
 -1.76731491  2.72162914  1.0149209   2.79853802 -2.39474239  0.01879162
  3.63462067 -1.76616135  4.24389343 -2.21912422 -3.3829834   2.7206131
 -0.28432806 -3.55339432  3.15153751 -2.36744289  1.35785828 -2.5437685
 -3.69964981  2.81363163]"
93,"[-0.91876418  2.49301224 -2.82746048  1.06092656 -2.33746592 -1.07533747
 -0.29570325 -0.45460269  1.05262337 -2.12073987  1.42942301  2.11518428
  3.30168559  2.02637011  2.98222809 -0.57879848 -2.3119428  -3.27463455
  1.78851204 -2.80240097 -1.44199677 -2.75412903 -0.4205787   2.72986501
 -1.53309288 -1.34823901  0.54169928  2.19215317  0.8459472  -2.25868835
  1.04729945 -0.41478917]"
95,"[ 1.35243034  0.76178825 -0.93041074 -2.93841887 -0.61925375  2.67043972
  1.41510487  2.70662308 -0.78500718 -1.13764143 -0.74132228 -0.10601103
  0.4829933  -1.40955079  1.86105382  0.20401171 -0.60296404 -3.29921913
 -0.2715255  -0.55015415  0.83091623  0.01713615 -1.19980037  0.29149151
  2.41041851 -0.37074411  0.6446259  -1.39969909  1.5065378   1.45076191
  1.17171776 -0.4966574 ]"
96,"[ 3.53088312  3.61729341 -3.363829   -0.13235347  1.1737497  -2.15385841
  3.73279123  2.64482835 -3.31246342 -3.64858941 -2.65755642  1.59541467
 -0.43521943  1.19327478  3.06614528  1.78077182 -3.66435062 -2.65132343
  2.07528529 -3.50815672  3.44389725 -2.82259436 -2.4748782   2.49579508
  1.33747763 -2.61005783  3.46693757 -2.70938918  3.57433409 -1.93352531
 -2.43189643  3.65966011]"
98,"[-3.29552135 -2.98634644  2.85332429  0.93160102  1.93757231  2.60678021
 -2.89151956 -2.53572653  3.25290421  3.36840502 -0.44013327 -3.10902312
 -2.06976769 -4.11040145 -2.87462264 -3.62410597  3.69220687  2.23937431
 -2.99361413  3.55775385 -0.02826147  3.76554857  3.36240606 -3.19901282
 -0.15473329  3.84191868 -3.24988509  1.95816504 -3.54575885  3.8729731
  1.04239754 -1.69388069]"
99,"[ 0.54892588  1.08671386 -1.31479999 -2.10839326 -1.27157239  2.1560515
  0.75105994  1.76940101 -0.0802565  -1.17935971  0.0654615   0.45067522
  1.36963667 -0.68580416  2.06541974 -0.20052738 -0.81232125 -3.36143221
  0.13721403 -0.90800871 -0.05286258 -0.56685346 -0.9014366   0.8899547
  1.40465518 -0.4594294   0.43922189 -0.34085308  1.10121931  0.6791766
  1.63277612 -0.97127472]"
100,"[-1.99802646 -0.13841663 -0.13932423 -0.54147968 -1.27634409  2.89594063
 -1.51929144 -1.17067904  2.0956891   0.86357179  1.87083497 -0.09184387
  1.4200591  -1.05052804  0.13655388 -1.92733208  0.94201062 -0.86606113
 -0.54348471  0.61063803 -1.98881737  0.31495558  1.15323371  0.16870584
 -0.33194831  1.18136669 -1.180253    1.56162118 -1.44378796  0.86868606
  3.41086331 -3.34697332]"
101,"[-0.75347691  1.80934852 -2.11283112 -0.20188204 -2.22188568  0.55374423
 -0.27568767  0.04575492  1.00705256 -1.46500151  1.31485321  1.50747844
  2.82041967  0.90164866  2.4893025  -0.72924755 -1.4601326  -3.27943784
  1.05098479 -1.82436353 -1.38288961 -1.81310799 -0.40106278  2.02579571
 -0.59121023 -0.80855324  0.23930963  1.54620416  0.54479449 -1.03378069
  1.86871465 -1.23750687]"
102,"[ 2.77178987  2.4484059  -2.60876433 -1.48006662  0.27215827 -0.4647549
  3.04502837  3.56544018 -2.38546085 -3.14908981 -2.00065756  0.67755763
  0.16921675  0.16027733  3.25312328  1.30312951 -2.84295781 -3.65916602
  1.02519608 -2.84523741  2.45696735 -1.73032665 -2.12572384  1.46270068
  2.08351549 -1.84017626  2.33402983 -2.14278714  3.46991158 -0.46664286
 -1.39559046  2.45301914]"
103,"[ 1.76011491  0.96999431 -1.14624941 -2.98326254 -0.42331308  2.3031466
  1.83838761  3.20421886 -1.18268299 -1.50838172 -1.1267848  -0.10967163
  0.34425727 -1.31885338  2.1921339   0.46195683 -0.97121358 -3.55296183
 -0.16795534 -0.89886838  1.26625395 -0.11430236 -1.47164893  0.34803399
  2.64944887 -0.6264447   0.96277398 -1.72752321  1.9985981   1.35588753
  0.65090287  0.12311519]"
104,"[ 0.26366504  2.49020043 -2.85192093  0.08225929 -1.62030372 -0.78653554
  0.79845101  1.08470395 -0.00719338 -2.58361334  0.31110915  1.63032049
  2.43788287  1.37702786  3.3158096   0.01157715 -2.57659445 -3.76965176
  1.50768841 -2.92064713 -0.21197072 -2.43376269 -1.04284497  2.32652096
 -0.24680274 -1.52775247  1.10517284  0.83183102  1.8566376  -1.57959405
  0.29316887  0.52603807]"
105,"[-2.57408274 -2.14599715  1.99591025 -0.09647338  0.96017916  3.3642073
 -2.20668135 -1.7071816   2.59447137  2.62866606  0.2860184  -2.29193826
 -1.13425853 -3.42502278 -2.01040018 -2.93589493  2.97718285  1.27184401
 -2.34216756  2.77216892 -0.56165116  2.86675736  2.51736319 -2.2776213
  0.2890648   3.03969995 -2.48777429  1.35132941 -2.72962241  3.20961972
  2.08069821 -2.54561063]"
106,"[ 1.2721139  -0.14005127  0.05116174 -2.69107075  0.34323936  3.01071167
  1.33911705  2.65770588 -0.88962173 -0.1839775  -1.40745564 -0.98614035
 -0.66289349 -2.38052998  0.69640331 -0.03765928  0.26298642 -2.08255959
 -0.93947582  0.53020759  1.48317852  1.30207996 -0.46743655 -0.83014307
  3.06959095  0.40200124  0.41658611 -1.9044426   0.83523855  2.52590885
  0.66418691 -0.24621856]"
107,"[ 2.82561156  3.93779755 -1.96172423  2.22048322  3.36370446 -3.19267452
  2.36770877 -0.79610213 -2.59385547 -1.49339048 -3.84932619  3.14564424
 -2.06314244  3.02807146  0.4592054   3.05695904 -1.89693204  0.63574965
  3.92382005 -1.15415999  4.26555005 -1.85910281 -3.62131927  2.59028536
 -0.65610437 -3.72249334  2.81020265 -2.13857628  0.69936376 -2.44432135
 -3.93072375  2.32148608]"
108,"[ 1.90473251  1.1285202  -1.31770563 -2.87643833 -0.35748284  2.00973568
  2.013414    3.36506882 -1.3420145  -1.72554665 -1.25414906 -0.05111058
  0.33463027 -1.1808486   2.37289467  0.57147474 -1.21169949 -3.65560226
 -0.05794799 -1.14693823  1.42377024 -0.27382648 -1.57567558  0.44665661
  2.66274147 -0.77229619  1.12856007 -1.80972672  2.23277931  1.19848156
  0.40172501  0.42300501]"
109,"[ 1.80812938  3.47249369 -0.7844721   3.01852358  4.10731947 -2.96665133
  1.04343546 -2.40869346 -1.58829249 -0.00533331 -4.10684028  3.52565413
 -2.65809543  3.66575975 -0.95836331  3.64213034 -0.44077466  2.06638175
  4.46848414  0.53256116  4.06858591 -0.7274814  -4.07540688  2.03376711
 -1.56065633 -4.01599004  1.66603279 -1.34568611 -1.02263605 -1.95817316
 -4.34101721  0.76940536]"
110,"[ 1.77101636 -0.17987859  0.1639452  -1.76873434  1.23625314  1.76614738
  1.88886571  3.12569237 -1.62734044 -0.25231668 -2.46116209 -1.34119606
 -1.49554706 -2.34045744  0.32047492  0.31065348 -0.05219652 -1.42765296
 -0.92858213  0.43523642  2.60077477  1.60048532 -0.21185178 -1.24747849
  3.57846308  0.29732561  0.94000745 -2.55016136  1.14498854  2.61459184
 -0.90297234  1.31051385]"
111,"[ 0.15382038  1.97242143 -2.28823959 -0.71784189 -1.72699409  0.42257081
  0.55582089  1.12323952  0.20184493 -1.96442329  0.46423393  1.29430103
  2.29622502  0.66430336  2.86521424 -0.21465494 -1.83827167 -3.7101148
  1.00562085 -2.10098457 -0.43163255 -1.77431064 -0.91955725  1.88957342
  0.20327801 -1.09167035  0.729114    0.64382633  1.39475759 -0.76970228
  1.07012569 -0.30977485]"
112,"[ 2.43811397  3.78097614 -1.49767494  2.57539769  3.69859635 -3.13731525
  1.84451153 -1.47924955 -2.20576337 -0.8877953  -3.97929302  3.33839818
 -2.32923508  3.32666899 -0.1290004   3.32144908 -1.31738613  1.2496377
  4.18621465 -0.46904579  4.21478593 -1.4190988  -3.84443584  2.3957901
 -1.04092899 -3.87536621  2.37236866 -1.83942574 -0.00903921 -2.27944444
 -4.13072486  1.7094319 ]"
114,"[ 1.13181196  0.40302788 -0.5614232  -2.95850945 -0.44577207  3.03754016
  1.18820967  2.43537249 -0.5758791  -0.70696034 -0.68469872 -0.35805641
  0.23102845 -1.75789983  1.43610954 -0.02689909 -0.16638512 -2.8661796
 -0.53409549 -0.09108392  0.75835582  0.41401798 -0.91221135 -0.03951226
  2.42512785 -0.004663    0.38039892 -1.35860198  1.10432816  1.7816376
  1.35738564 -0.79213476]"
115,"[-0.15863027  2.52268966 -2.88725086  0.44350868 -1.90177609 -0.91462391
  0.41434674  0.54847839  0.37385551 -2.45425577  0.71855253  1.82792615
  2.78481991  1.63159423  3.24393609 -0.20706808 -2.52320034 -3.64395921
  1.6263457  -2.92353074 -0.66255829 -2.58639056 -0.83077386  2.50583665
 -0.71510372 -1.48060462  0.92111109  1.33187639  1.52416132 -1.85056646
  0.56510037  0.20555001]"
116,"[ 1.85990127 -0.20028555  0.24082218 -1.4687198   1.46931521  1.42018922
  1.96909873  3.10568174 -1.78546731 -0.1686759  -2.67752488 -1.38832617
 -1.72902219 -2.26988125  0.13259132  0.37981999 -0.08172157 -1.1172537
 -0.89672049  0.4861056   2.85971419  1.67136765 -0.11813025 -1.33077923
  3.6364158   0.27590742  1.06805611 -2.68986893  1.12196867  2.58935722
 -1.27893353  1.67682616]"
117,"[ 3.51912072  3.61161768 -3.38653019 -0.17112302  1.15421486 -2.10592361
  3.73736536  2.68426732 -3.30210477 -3.67775545 -2.64240301  1.5827406
 -0.41325937  1.16498747  3.11320532  1.75683957 -3.68202536 -2.70319039
  2.05340794 -3.5319708   3.41985067 -2.8259459  -2.47755941  2.49431864
  1.35849244 -2.59608877  3.46262759 -2.70507377  3.59676761 -1.91107632
 -2.39940407  3.64057341]"
118,"[ 0.8050189  -1.06448066  1.08154225 -1.87686038  1.26902509  2.92702413
  0.91810572  2.22308612 -0.73489267  0.89818567 -1.97971034 -1.87449336
 -1.73246276 -3.21112418 -0.66291618 -0.46994665  1.18927169 -0.61407644
 -1.62619138  1.61837411  2.0338912   2.54384351  0.566145   -1.95713246
  3.39188099  1.24294281  0.02997681 -2.00732183 -0.08315001  3.49200845
  0.03652777  0.08367469]"
119,"[-4.39299557 -4.18746416  4.04135748  2.83872216  3.4054809   0.75380546
 -3.94168035 -3.97991103  4.28743863  4.35323369 -1.56316537 -4.15127955
 -3.3616319  -4.77307353 -4.03428328 -4.58664836  4.5073371   3.68533185
 -3.75775538  4.55929369  0.73059383  4.84504014  4.59740735 -4.39288722
 -1.21158495  4.90592355 -4.34980564  3.0788717  -4.71734395  4.47834596
 -0.8895545   0.02553354]"
122,"[ 3.53652336  4.14226459 -2.96551496  1.196554    2.30396652 -3.04862249
  3.43906221  0.91929309 -3.346934   -2.87030374 -3.33209483  2.52626165
 -1.24381483  2.20165216  1.86860384  2.35256686 -3.13208698 -0.96957715
  3.11589886 -2.68941752  4.1325244  -2.75942939 -2.96153786  2.90255628
  0.3102744  -3.24317569  3.64219121 -2.69397772  2.35975974 -2.65067437
 -3.23597463  3.49398876]"
123,"[-4.44658582 -4.23890283  4.09006825  2.95096001  3.47352653  0.6207453
 -3.99371689 -4.0546868   4.33803374  4.39410506 -1.62065651 -4.19138626
 -3.42019232 -4.78449889 -4.08273035 -4.62984353  4.529715    3.75227514
 -3.78485458  4.59400922  0.76966183  4.88158338  4.65608373 -4.43934333
 -1.27842546  4.94845195 -4.39804779  3.14508583 -4.76989571  4.48687534
 -1.00625365  0.13749617]"
124,"[ 2.50113042  2.17603366 -2.44927565 -1.61197042  0.07464209 -0.22065415
  2.79742209  3.66103331 -2.05927308 -3.04134337 -1.78774818  0.48576589
  0.3622247   0.00942088  3.2995491   1.17266703 -2.68164825 -3.84101423
  0.81909784 -2.74416955  2.14819018 -1.52708896 -2.00641123  1.23447673
  2.11041991 -1.66171344  2.01140372 -1.8700002   3.41205533 -0.21376097
 -1.2084012   2.18710725]"
125,"[ 1.52255001  2.0782185  -2.36697175 -1.38989666 -0.76795569  0.15398409
  1.839345    2.69341633 -1.0896193  -2.59937233 -0.86377503  0.81912844
  1.24078094  0.24052578  3.19587211  0.6121517  -2.30785973 -3.97312182
  0.86684551 -2.43777661  1.08897781 -1.58534081 -1.60549891  1.49623569
  1.40078487 -1.44106337  1.45075696 -0.81447513  2.59684984 -0.34048289
 -0.22765038  1.13304395]"
126,"[ 1.66786945 -0.45845044  0.47228605 -1.65534174  1.44355035  1.84869671
  1.78966868  3.0630033  -1.60700941  0.06992854 -2.6163795  -1.57033491
 -1.77811003 -2.58535886 -0.03788208  0.20928974  0.21971472 -1.07790935
 -1.12193561  0.78223866  2.73840809  1.9719063   0.03504308 -1.55881798
  3.74109221  0.51850551  0.84751952 -2.62943268  0.88958347  2.93087173
 -1.01606464  1.35316563]"
